driver_id,car_id,shift_start,shift_end
D22,C21,2025-02-15 08:45:00,2025-02-15 14:45:00
D13,C21,2025-02-15 08:59:00,2025-02-15 17:59:00
D6,C22,2025-02-15 08:52:00,2025-02-15 17:52:00
D30,C23,2025-02-15 08:19:00,2025-02-15 17:19:00
D15,C24,2025-02-15 08:55:00,2025-02-15 16:55:00
D10,C24,2025-02-15 08:58:00,2025-02-15 16:58:00
D12,C25,2025-02-15 08:58:00,2025-02-15 16:58:00
D45,C25,2025-02-15 08:50:00,2025-02-15 16:50:00
D32,C1,2025-02-16 08:04:00,2025-02-16 17:04:00
D2,C1,2025-02-16 08:07:00,2025-02-16 16:07:00
D30,C2,2025-02-16 08:18:00,2025-02-16 16:18:00
D11,C2,2025-02-16 08:38:00,2025-02-16 15:38:00
D26,C3,2025-02-16 08:52:00,2025-02-16 14:52:00
D36,C4,2025-02-16 08:04:00,2025-02-16 16:04:00
D42,C4,2025-02-16 08:34:00,2025-02-16 17:34:00
D38,C5,2025-02-16 08:15:00,2025-02-16 15:15:00
D27,C5,2025-02-16 08:35:00,2025-02-16 15:35:00
D25,C6,2025-02-16 08:21:00,2025-02-16 15:21:00
D5,C6,2025-02-16 08:52:00,2025-02-16 17:52:00
D37,C7,2025-02-16 08:34:00,2025-02-16 15:34:00
D22,C7,2025-02-16 08:11:00,2025-02-16 14:11:00
D8,C8,2025-02-16 08:38:00,2025-02-16 17:38:00
D38,C8,2025-02-16 08:20:00,2025-02-16 14:20:00
D12,C9,2025-02-16 08:25:00,2025-02-16 14:25:00
D20,C9,2025-02-16 08:38:00,2025-02-16 14:38:00
D21,C10,2025-02-16 08:41:00,2025-02-16 14:41:00
D32,C10,2025-02-16 08:05:00,2025-02-16 15:05:00
D38,C11,2025-02-16 08:57:00,2025-02-16 14:57:00
D43,C12,2025-02-16 08:09:00,2025-02-16 17:09:00
D25,C13,2025-02-16 08:36:00,2025-02-16 17:36:00
D40,C13,2025-02-16 08:12:00,2025-02-16 15:12:00
D20,C14,2025-02-16 08:50:00,2025-02-16 16:50:00
D37,C14,2025-02-16 08:58:00,2025-02-16 17:58:00
D6,C15,2025-02-16 08:00:00,2025-02-16 17:00:00
D38,C15,2025-02-16 08:54:00,2025-02-16 15:54:00
D4,C16,2025-02-16 08:57:00,2025-02-16 14:57:00
D24,C16,2025-02-16 08:00:00,2025-02-16 16:00:00
D19,C17,2025-02-16 08:55:00,2025-02-16 14:55:00
D28,C18,2025-02-16 08:44:00,2025-02-16 17:44:00
D46,C19,2025-02-16 08:25:00,2025-02-16 17:25:00
D25,C19,2025-02-16 08:27:00,2025-02-16 15:27:00
D31,C20,2025-02-16 08:08:00,2025-02-16 15:08:00
D24,C21,2025-02-16 08:09:00,2025-02-16 16:09:00
D27,C21,2025-02-16 08:55:00,2025-02-16 15:55:00
D1,C22,2025-02-16 08:04:00,2025-02-16 14:04:00
D47,C23,2025-02-16 08:56:00,2025-02-16 17:56:00
D9,C24,2025-02-16 08:08:00,2025-02-16 17:08:00
D6,C24,2025-02-16 08:55:00,2025-02-16 17:55:00
D40,C25,2025-02-16 08:29:00,2025-02-16 17:29:00
D12,C25,2025-02-16 08:35:00,2025-02-16 17:35:00
D23,C1,2025-02-17 08:11:00,2025-02-17 17:11:00
D15,C1,2025-02-17 08:38:00,2025-02-17 14:38:00
D47,C2,2025-02-17 08:45:00,2025-02-17 16:45:00
D16,C2,2025-02-17 08:26:00,2025-02-17 16:26:00
D3,C3,2025-02-17 08:36:00,2025-02-17 17:36:00
D8,C4,2025-02-17 08:30:00,2025-02-17 14:30:00
D38,C4,2025-02-17 08:09:00,2025-02-17 16:09:00
D34,C5,2025-02-17 08:33:00,2025-02-17 14:33:00
D6,C5,2025-02-17 08:15:00,2025-02-17 17:15:00
D44,C6,2025-02-17 08:40:00,2025-02-17 16:40:00
D22,C7,2025-02-17 08:34:00,2025-02-17 14:34:00
D30,C8,2025-02-17 08:57:00,2025-02-17 17:57:00
D33,C8,2025-02-17 08:36:00,2025-02-17 16:36:00
D23,C9,2025-02-17 08:18:00,2025-02-17 15:18:00
D19,C9,2025-02-17 08:02:00,2025-02-17 16:02:00
D4,C10,2025-02-17 08:30:00,2025-02-17 15:30:00
D41,C10,2025-02-17 08:36:00,2025-02-17 14:36:00
D48,C11,2025-02-17 08:01:00,2025-02-17 16:01:00
D40,C11,2025-02-17 08:31:00,2025-02-17 14:31:00
D33,C12,2025-02-17 08:04:00,2025-02-17 16:04:00
D9,C13,2025-02-17 08:17:00,2025-02-17 16:17:00
D40,C13,2025-02-17 08:54:00,2025-02-17 16:54:00
D48,C14,2025-02-17 08:07:00,2025-02-17 15:07:00
D43,C15,2025-02-17 08:28:00,2025-02-17 16:28:00
D17,C16,2025-02-17 08:50:00,2025-02-17 15:50:00
D12,C17,2025-02-17 08:55:00,2025-02-17 14:55:00
D34,C17,2025-02-17 08:21:00,2025-02-17 14:21:00
D39,C18,2025-02-17 08:59:00,2025-02-17 15:59:00
D49,C19,2025-02-17 08:49:00,2025-02-17 17:49:00
D27,C19,2025-02-17 08:15:00,2025-02-17 17:15:00
D14,C20,2025-02-17 08:36:00,2025-02-17 16:36:00
D42,C21,2025-02-17 08:16:00,2025-02-17 14:16:00
D11,C22,2025-02-17 08:29:00,2025-02-17 17:29:00
D20,C23,2025-02-17 08:47:00,2025-02-17 15:47:00
D31,C23,2025-02-17 08:24:00,2025-02-17 17:24:00
D17,C24,2025-02-17 08:33:00,2025-02-17 17:33:00
D10,C24,2025-02-17 08:00:00,2025-02-17 16:00:00
D25,C25,2025-02-17 08:20:00,2025-02-17 14:20:00
D44,C25,2025-02-17 08:06:00,2025-02-17 16:06:00
D40,C1,2025-02-18 08:54:00,2025-02-18 16:54:00
D42,C1,2025-02-18 08:21:00,2025-02-18 16:21:00
D7,C2,2025-02-18 08:41:00,2025-02-18 17:41:00
D17,C2,2025-02-18 08:29:00,2025-02-18 15:29:00
D34,C3,2025-02-18 08:21:00,2025-02-18 15:21:00
D36,C4,2025-02-18 08:43:00,2025-02-18 14:43:00
D1,C4,2025-02-18 08:53:00,2025-02-18 14:53:00
D27,C5,2025-02-18 08:06:00,2025-02-18 14:06:00
D23,C6,2025-02-18 08:46:00,2025-02-18 16:46:00
D15,C6,2025-02-18 08:16:00,2025-02-18 15:16:00
D2,C7,2025-02-18 08:39:00,2025-02-18 14:39:00
D39,C8,2025-02-18 08:42:00,2025-02-18 15:42:00
D46,C9,2025-02-18 08:07:00,2025-02-18 14:07:00
D25,C10,2025-02-18 08:42:00,2025-02-18 15:42:00
D45,C11,2025-02-18 08:11:00,2025-02-18 16:11:00
D30,C12,2025-02-18 08:59:00,2025-02-18 14:59:00
D43,C12,2025-02-18 08:40:00,2025-02-18 17:40:00
D50,C13,2025-02-18 08:44:00,2025-02-18 16:44:00
D28,C13,2025-02-18 08:16:00,2025-02-18 15:16:00
D18,C14,2025-02-18 08:49:00,2025-02-18 14:49:00
D25,C15,2025-02-18 08:03:00,2025-02-18 16:03:00
D22,C15,2025-02-18 08:52:00,2025-02-18 16:52:00
D29,C16,2025-02-18 08:04:00,2025-02-18 17:04:00
D40,C17,2025-02-18 08:25:00,2025-02-18 15:25:00
D7,C18,2025-02-18 08:34:00,2025-02-18 17:34:00
D10,C18,2025-02-18 08:13:00,2025-02-18 14:13:00
D46,C19,2025-02-18 08:06:00,2025-02-18 14:06:00
D17,C19,2025-02-18 08:04:00,2025-02-18 14:04:00
D50,C20,2025-02-18 08:01:00,2025-02-18 17:01:00
D29,C20,2025-02-18 08:09:00,2025-02-18 14:09:00
D43,C21,2025-02-18 08:24:00,2025-02-18 16:24:00
D45,C22,2025-02-18 08:21:00,2025-02-18 17:21:00
D33,C23,2025-02-18 08:45:00,2025-02-18 17:45:00
D28,C24,2025-02-18 08:54:00,2025-02-18 14:54:00
D26,C24,2025-02-18 08:34:00,2025-02-18 15:34:00
D25,C25,2025-02-18 08:44:00,2025-02-18 17:44:00
D37,C1,2025-02-19 08:34:00,2025-02-19 16:34:00
D44,C2,2025-02-19 08:25:00,2025-02-19 14:25:00
D20,C2,2025-02-19 08:40:00,2025-02-19 14:40:00
D35,C3,2025-02-19 08:05:00,2025-02-19 17:05:00
D22,C3,2025-02-19 08:48:00,2025-02-19 16:48:00
D12,C4,2025-02-19 08:35:00,2025-02-19 14:35:00
D43,C5,2025-02-19 08:19:00,2025-02-19 17:19:00
D13,C5,2025-02-19 08:57:00,2025-02-19 14:57:00
D32,C6,2025-02-19 08:56:00,2025-02-19 17:56:00
D6,C6,2025-02-19 08:47:00,2025-02-19 15:47:00
D3,C7,2025-02-19 08:12:00,2025-02-19 14:12:00
D32,C8,2025-02-19 08:24:00,2025-02-19 14:24:00
D32,C9,2025-02-19 08:53:00,2025-02-19 17:53:00
D35,C9,2025-02-19 08:01:00,2025-02-19 14:01:00
D4,C10,2025-02-19 08:50:00,2025-02-19 14:50:00
D22,C10,2025-02-19 08:25:00,2025-02-19 14:25:00
D42,C11,2025-02-19 08:42:00,2025-02-19 17:42:00
D48,C12,2025-02-19 08:37:00,2025-02-19 15:37:00
D3,C13,2025-02-19 08:47:00,2025-02-19 15:47:00
D42,C14,2025-02-19 08:30:00,2025-02-19 14:30:00
D2,C14,2025-02-19 08:15:00,2025-02-19 15:15:00
D12,C15,2025-02-19 08:40:00,2025-02-19 14:40:00
D7,C16,2025-02-19 08:39:00,2025-02-19 15:39:00
D30,C16,2025-02-19 08:53:00,2025-02-19 14:53:00
D8,C17,2025-02-19 08:31:00,2025-02-19 15:31:00
D13,C18,2025-02-19 08:27:00,2025-02-19 16:27:00
D21,C19,2025-02-19 08:43:00,2025-02-19 15:43:00
D8,C19,2025-02-19 08:20:00,2025-02-19 15:20:00
D38,C20,2025-02-19 08:11:00,2025-02-19 16:11:00
D8,C21,2025-02-19 08:17:00,2025-02-19 15:17:00
D11,C22,2025-02-19 08:23:00,2025-02-19 15:23:00
D45,C22,2025-02-19 08:28:00,2025-02-19 15:28:00
D9,C23,2025-02-19 08:06:00,2025-02-19 17:06:00
D2,C24,2025-02-19 08:56:00,2025-02-19 17:56:00
D1,C25,2025-02-19 08:00:00,2025-02-19 15:00:00
D46,C1,2025-02-20 08:41:00,2025-02-20 16:41:00
D45,C2,2025-02-20 08:30:00,2025-02-20 15:30:00
D50,C2,2025-02-20 08:13:00,2025-02-20 15:13:00
D34,C3,2025-02-20 08:26:00,2025-02-20 15:26:00
D29,C3,2025-02-20 09:00:00,2025-02-20 16:00:00
D39,C4,2025-02-20 08:11:00,2025-02-20 17:11:00
D41,C5,2025-02-20 08:52:00,2025-02-20 16:52:00
D27,C6,2025-02-20 08:35:00,2025-02-20 15:35:00
D1,C6,2025-02-20 08:12:00,2025-02-20 14:12:00
D40,C7,2025-02-20 08:23:00,2025-02-20 15:23:00
D50,C8,2025-02-20 08:42:00,2025-02-20 15:42:00
D41,C8,2025-02-20 08:17:00,2025-02-20 14:17:00
D8,C9,2025-02-20 08:50:00,2025-02-20 15:50:00
D32,C10,2025-02-20 08:10:00,2025-02-20 14:10:00
D12,C10,2025-02-20 08:03:00,2025-02-20 16:03:00
D14,C11,2025-02-20 08:16:00,2025-02-20 16:16:00
D28,C11,2025-02-20 08:39:00,2025-02-20 17:39:00
D7,C12,2025-02-20 08:47:00,2025-02-20 14:47:00
D11,C13,2025-02-20 08:50:00,2025-02-20 14:50:00
D33,C14,2025-02-20 08:04:00,2025-02-20 15:04:00
D8,C14,2025-02-20 08:46:00,2025-02-20 17:46:00
D27,C15,2025-02-20 08:47:00,2025-02-20 16:47:00
D13,C15,2025-02-20 08:14:00,2025-02-20 14:14:00
D15,C16,2025-02-20 08:15:00,2025-02-20 17:15:00
D7,C16,2025-02-20 08:55:00,2025-02-20 15:55:00
D15,C17,2025-02-20 08:30:00,2025-02-20 17:30:00
D5,C17,2025-02-20 08:03:00,2025-02-20 17:03:00
D14,C18,2025-02-20 08:59:00,2025-02-20 17:59:00
D25,C19,2025-02-20 08:23:00,2025-02-20 15:23:00
D47,C20,2025-02-20 08:40:00,2025-02-20 16:40:00
D13,C20,2025-02-20 08:17:00,2025-02-20 15:17:00
D9,C21,2025-02-20 08:44:00,2025-02-20 14:44:00
D3,C21,2025-02-20 08:17:00,2025-02-20 15:17:00
D30,C22,2025-02-20 08:29:00,2025-02-20 17:29:00
D49,C23,2025-02-20 08:21:00,2025-02-20 15:21:00
D39,C24,2025-02-20 08:50:00,2025-02-20 15:50:00
D11,C24,2025-02-20 08:36:00,2025-02-20 15:36:00
D27,C25,2025-02-20 08:54:00,2025-02-20 17:54:00
D38,C1,2025-02-21 08:30:00,2025-02-21 17:30:00
D1,C2,2025-02-21 08:27:00,2025-02-21 15:27:00
D47,C2,2025-02-21 08:15:00,2025-02-21 16:15:00
D38,C3,2025-02-21 08:57:00,2025-02-21 15:57:00
D15,C3,2025-02-21 08:58:00,2025-02-21 14:58:00
D3,C4,2025-02-21 08:46:00,2025-02-21 14:46:00
D31,C4,2025-02-21 08:27:00,2025-02-21 17:27:00
D45,C5,2025-02-21 08:28:00,2025-02-21 17:28:00
D7,C5,2025-02-21 08:15:00,2025-02-21 14:15:00
D45,C6,2025-02-21 08:46:00,2025-02-21 17:46:00
D9,C7,2025-02-21 08:22:00,2025-02-21 16:22:00
D42,C8,2025-02-21 08:05:00,2025-02-21 14:05:00
D43,C9,2025-02-21 08:10:00,2025-02-21 17:10:00
D20,C9,2025-02-21 08:54:00,2025-02-21 14:54:00
D30,C10,2025-02-21 08:08:00,2025-02-21 17:08:00
D50,C10,2025-02-21 08:11:00,2025-02-21 16:11:00
D46,C11,2025-02-21 08:00:00,2025-02-21 14:00:00
D41,C11,2025-02-21 08:24:00,2025-02-21 16:24:00
D19,C12,2025-02-21 08:27:00,2025-02-21 16:27:00
D44,C13,2025-02-21 08:05:00,2025-02-21 16:05:00
D33,C14,2025-02-21 09:00:00,2025-02-21 17:00:00
D8,C15,2025-02-21 08:24:00,2025-02-21 16:24:00
D40,C16,2025-02-21 08:23:00,2025-02-21 16:23:00
D3,C16,2025-02-21 08:11:00,2025-02-21 14:11:00
D9,C17,2025-02-21 08:21:00,2025-02-21 15:21:00
D42,C18,2025-02-21 08:30:00,2025-02-21 15:30:00
D21,C19,2025-02-21 08:22:00,2025-02-21 16:22:00
D18,C20,2025-02-21 08:04:00,2025-02-21 16:04:00
D4,C20,2025-02-21 08:22:00,2025-02-21 17:22:00
D33,C21,2025-02-21 08:53:00,2025-02-21 14:53:00
D34,C21,2025-02-21 08:30:00,2025-02-21 16:30:00
D40,C22,2025-02-21 08:51:00,2025-02-21 14:51:00
D24,C22,2025-02-21 08:12:00,2025-02-21 17:12:00
D6,C23,2025-02-21 08:25:00,2025-02-21 15:25:00
D5,C24,2025-02-21 08:10:00,2025-02-21 16:10:00
D7,C24,2025-02-21 08:07:00,2025-02-21 15:07:00
D10,C25,2025-02-21 08:33:00,2025-02-21 14:33:00
D14,C25,2025-02-21 08:18:00,2025-02-21 17:18:00
D31,C1,2025-02-22 08:22:00,2025-02-22 17:22:00
D48,C2,2025-02-22 08:01:00,2025-02-22 16:01:00
D42,C2,2025-02-22 08:12:00,2025-02-22 14:12:00
D15,C3,2025-02-22 08:53:00,2025-02-22 16:53:00
D38,C4,2025-02-22 08:41:00,2025-02-22 16:41:00
D22,C4,2025-02-22 08:31:00,2025-02-22 17:31:00
D20,C5,2025-02-22 08:08:00,2025-02-22 16:08:00
D37,C5,2025-02-22 08:10:00,2025-02-22 16:10:00
D31,C6,2025-02-22 08:23:00,2025-02-22 16:23:00
D10,C7,2025-02-22 08:22:00,2025-02-22 16:22:00
D11,C8,2025-02-22 08:59:00,2025-02-22 15:59:00
D40,C8,2025-02-22 08:45:00,2025-02-22 16:45:00
D12,C9,2025-02-22 08:53:00,2025-02-22 15:53:00
D16,C10,2025-02-22 08:07:00,2025-02-22 14:07:00
D37,C11,2025-02-22 08:28:00,2025-02-22 16:28:00
D9,C11,2025-02-22 08:23:00,2025-02-22 15:23:00
D36,C12,2025-02-22 08:45:00,2025-02-22 14:45:00
D23,C13,2025-02-22 08:23:00,2025-02-22 17:23:00
D10,C13,2025-02-22 08:34:00,2025-02-22 15:34:00
D8,C14,2025-02-22 08:25:00,2025-02-22 17:25:00
D2,C14,2025-02-22 08:49:00,2025-02-22 15:49:00
D21,C15,2025-02-22 08:00:00,2025-02-22 16:00:00
D10,C15,2025-02-22 08:41:00,2025-02-22 16:41:00
D19,C16,2025-02-22 08:36:00,2025-02-22 15:36:00
D49,C16,2025-02-22 08:51:00,2025-02-22 17:51:00
D45,C17,2025-02-22 08:46:00,2025-02-22 17:46:00
D8,C17,2025-02-22 08:57:00,2025-02-22 14:57:00
D44,C18,2025-02-22 08:35:00,2025-02-22 14:35:00
D2,C19,2025-02-22 08:39:00,2025-02-22 15:39:00
D26,C19,2025-02-22 08:28:00,2025-02-22 16:28:00
D21,C20,2025-02-22 08:03:00,2025-02-22 15:03:00
D50,C21,2025-02-22 08:17:00,2025-02-22 15:17:00
D6,C22,2025-02-22 08:34:00,2025-02-22 17:34:00
D33,C23,2025-02-22 08:25:00,2025-02-22 15:25:00
D21,C24,2025-02-22 08:38:00,2025-02-22 14:38:00
D39,C24,2025-02-22 08:58:00,2025-02-22 16:58:00
D10,C25,2025-02-22 08:54:00,2025-02-22 17:54:00
D46,C25,2025-02-22 08:23:00,2025-02-22 17:23:00
D1,C1,2025-02-23 08:22:00,2025-02-23 16:22:00
D19,C1,2025-02-23 08:19:00,2025-02-23 17:19:00
D14,C2,2025-02-23 08:46:00,2025-02-23 17:46:00
D29,C3,2025-02-23 08:10:00,2025-02-23 17:10:00
D19,C3,2025-02-23 08:46:00,2025-02-23 17:46:00
D38,C4,2025-02-23 08:38:00,2025-02-23 14:38:00
D14,C5,2025-02-23 08:19:00,2025-02-23 17:19:00
D5,C6,2025-02-23 08:48:00,2025-02-23 17:48:00
D38,C6,2025-02-23 08:05:00,2025-02-23 14:05:00
D41,C7,2025-02-23 08:26:00,2025-02-23 15:26:00
D18,C7,2025-02-23 08:35:00,2025-02-23 17:35:00
D13,C8,2025-02-23 08:11:00,2025-02-23 17:11:00
D36,C9,2025-02-23 08:02:00,2025-02-23 16:02:00
D32,C9,2025-02-23 08:53:00,2025-02-23 16:53:00
D36,C10,2025-02-23 08:29:00,2025-02-23 15:29:00
D48,C10,2025-02-23 08:01:00,2025-02-23 14:01:00
D17,C11,2025-02-23 08:19:00,2025-02-23 17:19:00
D42,C12,2025-02-23 08:42:00,2025-02-23 16:42:00
D12,C13,2025-02-23 08:58:00,2025-02-23 15:58:00
D32,C13,2025-02-23 08:01:00,2025-02-23 14:01:00
D32,C14,2025-02-23 08:38:00,2025-02-23 16:38:00
D5,C14,2025-02-23 08:37:00,2025-02-23 17:37:00
D17,C15,2025-02-23 08:43:00,2025-02-23 17:43:00
D41,C15,2025-02-23 08:44:00,2025-02-23 14:44:00
D33,C16,2025-02-23 08:36:00,2025-02-23 14:36:00
D47,C16,2025-02-23 08:54:00,2025-02-23 16:54:00
D38,C17,2025-02-23 08:03:00,2025-02-23 15:03:00
D30,C18,2025-02-23 08:08:00,2025-02-23 16:08:00
D45,C18,2025-02-23 08:10:00,2025-02-23 14:10:00
D24,C19,2025-02-23 08:40:00,2025-02-23 16:40:00
D27,C19,2025-02-23 08:03:00,2025-02-23 16:03:00
D34,C20,2025-02-23 08:59:00,2025-02-23 14:59:00
D41,C20,2025-02-23 08:32:00,2025-02-23 15:32:00
D49,C21,2025-02-23 08:06:00,2025-02-23 15:06:00
D21,C22,2025-02-23 08:51:00,2025-02-23 16:51:00
D44,C22,2025-02-23 08:17:00,2025-02-23 16:17:00
D35,C23,2025-02-23 08:37:00,2025-02-23 16:37:00
D1,C24,2025-02-23 08:08:00,2025-02-23 16:08:00
D50,C25,2025-02-23 08:26:00,2025-02-23 16:26:00
D32,C25,2025-02-23 08:58:00,2025-02-23 15:58:00
D14,C1,2025-02-24 08:09:00,2025-02-24 15:09:00
D36,C2,2025-02-24 08:39:00,2025-02-24 14:39:00
D30,C3,2025-02-24 08:07:00,2025-02-24 15:07:00
D5,C3,2025-02-24 08:59:00,2025-02-24 14:59:00
D23,C4,2025-02-24 08:44:00,2025-02-24 16:44:00
D20,C4,2025-02-24 08:08:00,2025-02-24 17:08:00
D12,C5,2025-02-24 08:19:00,2025-02-24 14:19:00
D46,C5,2025-02-24 08:47:00,2025-02-24 14:47:00
D9,C6,2025-02-24 08:54:00,2025-02-24 15:54:00
D20,C7,2025-02-24 08:08:00,2025-02-24 15:08:00
D6,C8,2025-02-24 08:27:00,2025-02-24 14:27:00
D2,C9,2025-02-24 08:49:00,2025-02-24 17:49:00
D3,C10,2025-02-24 08:06:00,2025-02-24 14:06:00
D13,C10,2025-02-24 08:50:00,2025-02-24 14:50:00
D8,C11,2025-02-24 08:02:00,2025-02-24 14:02:00
D17,C11,2025-02-24 08:19:00,2025-02-24 14:19:00
D8,C12,2025-02-24 08:58:00,2025-02-24 15:58:00
D12,C13,2025-02-24 08:42:00,2025-02-24 16:42:00
D6,C14,2025-02-24 08:09:00,2025-02-24 16:09:00
D23,C15,2025-02-24 08:54:00,2025-02-24 15:54:00
D11,C15,2025-02-24 08:32:00,2025-02-24 14:32:00
D38,C16,2025-02-24 08:48:00,2025-02-24 14:48:00
D46,C17,2025-02-24 08:12:00,2025-02-24 16:12:00
D49,C18,2025-02-24 08:34:00,2025-02-24 14:34:00
D14,C19,2025-02-24 08:58:00,2025-02-24 17:58:00
D45,C20,2025-02-24 08:11:00,2025-02-24 17:11:00
D38,C20,2025-02-24 08:43:00,2025-02-24 14:43:00
D23,C21,2025-02-24 08:24:00,2025-02-24 17:24:00
D33,C22,2025-02-24 08:14:00,2025-02-24 17:14:00
D49,C23,2025-02-24 08:20:00,2025-02-24 14:20:00
D8,C24,2025-02-24 08:08:00,2025-02-24 17:08:00
D34,C24,2025-02-24 08:48:00,2025-02-24 16:48:00
D36,C25,2025-02-24 08:02:00,2025-02-24 14:02:00
D47,C25,2025-02-24 08:20:00,2025-02-24 17:20:00
D25,C1,2025-02-25 08:18:00,2025-02-25 17:18:00
D44,C2,2025-02-25 08:14:00,2025-02-25 17:14:00
D29,C2,2025-02-25 08:18:00,2025-02-25 17:18:00
D5,C3,2025-02-25 08:57:00,2025-02-25 17:57:00
D12,C4,2025-02-25 08:43:00,2025-02-25 17:43:00
D1,C4,2025-02-25 08:43:00,2025-02-25 14:43:00
D29,C5,2025-02-25 08:42:00,2025-02-25 14:42:00
D34,C5,2025-02-25 08:07:00,2025-02-25 15:07:00
D26,C6,2025-02-25 08:37:00,2025-02-25 14:37:00
D45,C6,2025-02-25 08:47:00,2025-02-25 15:47:00
D24,C7,2025-02-25 08:12:00,2025-02-25 16:12:00
D39,C8,2025-02-25 08:54:00,2025-02-25 17:54:00
D15,C9,2025-02-25 08:53:00,2025-02-25 17:53:00
D18,C10,2025-02-25 08:45:00,2025-02-25 16:45:00
D49,C10,2025-02-25 08:48:00,2025-02-25 17:48:00
D31,C11,2025-02-25 08:38:00,2025-02-25 17:38:00
D43,C11,2025-02-25 08:31:00,2025-02-25 16:31:00
D50,C12,2025-02-25 08:29:00,2025-02-25 14:29:00
D17,C13,2025-02-25 08:31:00,2025-02-25 17:31:00
D41,C14,2025-02-25 09:00:00,2025-02-25 16:00:00
D7,C15,2025-02-25 08:47:00,2025-02-25 14:47:00
D32,C16,2025-02-25 08:43:00,2025-02-25 14:43:00
D25,C17,2025-02-25 08:38:00,2025-02-25 16:38:00
D20,C18,2025-02-25 08:39:00,2025-02-25 14:39:00
D43,C19,2025-02-25 08:48:00,2025-02-25 17:48:00
D13,C20,2025-02-25 08:42:00,2025-02-25 17:42:00
D19,C20,2025-02-25 08:31:00,2025-02-25 16:31:00
D35,C21,2025-02-25 09:00:00,2025-02-25 15:00:00
D2,C21,2025-02-25 08:27:00,2025-02-25 14:27:00
D29,C22,2025-02-25 08:54:00,2025-02-25 17:54:00
D21,C22,2025-02-25 08:28:00,2025-02-25 17:28:00
D3,C23,2025-02-25 08:11:00,2025-02-25 16:11:00
D32,C24,2025-02-25 08:27:00,2025-02-25 15:27:00
D46,C25,2025-02-25 08:31:00,2025-02-25 14:31:00
D25,C25,2025-02-25 08:36:00,2025-02-25 17:36:00
D31,C1,2025-02-26 08:54:00,2025-02-26 15:54:00
D36,C1,2025-02-26 08:32:00,2025-02-26 14:32:00
D17,C2,2025-02-26 08:37:00,2025-02-26 17:37:00
D32,C2,2025-02-26 08:39:00,2025-02-26 16:39:00
D21,C3,2025-02-26 08:01:00,2025-02-26 14:01:00
D4,C3,2025-02-26 08:08:00,2025-02-26 16:08:00
D48,C4,2025-02-26 08:01:00,2025-02-26 16:01:00
D38,C4,2025-02-26 08:24:00,2025-02-26 14:24:00
D23,C5,2025-02-26 08:22:00,2025-02-26 14:22:00
D27,C5,2025-02-26 08:42:00,2025-02-26 15:42:00
D16,C6,2025-02-26 08:41:00,2025-02-26 16:41:00
D45,C7,2025-02-26 08:04:00,2025-02-26 16:04:00
D22,C8,2025-02-26 08:10:00,2025-02-26 14:10:00
D3,C9,2025-02-26 08:42:00,2025-02-26 17:42:00
D30,C9,2025-02-26 08:36:00,2025-02-26 17:36:00
D2,C10,2025-02-26 08:30:00,2025-02-26 14:30:00
D45,C10,2025-02-26 08:20:00,2025-02-26 17:20:00
D21,C11,2025-02-26 08:06:00,2025-02-26 17:06:00
D37,C11,2025-02-26 08:06:00,2025-02-26 15:06:00
D32,C12,2025-02-26 08:51:00,2025-02-26 16:51:00
D33,C12,2025-02-26 08:10:00,2025-02-26 16:10:00
D28,C13,2025-02-26 08:31:00,2025-02-26 14:31:00
D13,C13,2025-02-26 08:53:00,2025-02-26 15:53:00
D17,C14,2025-02-26 08:19:00,2025-02-26 17:19:00
D4,C14,2025-02-26 08:51:00,2025-02-26 15:51:00
D46,C15,2025-02-26 08:54:00,2025-02-26 14:54:00
D18,C16,2025-02-26 08:36:00,2025-02-26 17:36:00
D5,C16,2025-02-26 08:27:00,2025-02-26 15:27:00
D5,C17,2025-02-26 08:52:00,2025-02-26 16:52:00
D42,C17,2025-02-26 08:32:00,2025-02-26 16:32:00
D43,C18,2025-02-26 08:20:00,2025-02-26 15:20:00
D35,C18,2025-02-26 08:26:00,2025-02-26 17:26:00
D40,C19,2025-02-26 08:29:00,2025-02-26 15:29:00
D33,C19,2025-02-26 08:56:00,2025-02-26 14:56:00
D37,C20,2025-02-26 08:31:00,2025-02-26 15:31:00
D18,C21,2025-02-26 08:34:00,2025-02-26 17:34:00
D41,C21,2025-02-26 08:59:00,2025-02-26 14:59:00
D24,C22,2025-02-26 08:29:00,2025-02-26 15:29:00
D10,C23,2025-02-26 08:47:00,2025-02-26 16:47:00
D27,C24,2025-02-26 08:55:00,2025-02-26 14:55:00
D21,C24,2025-02-26 08:40:00,2025-02-26 15:40:00
D18,C25,2025-02-26 08:41:00,2025-02-26 15:41:00
D19,C25,2025-02-26 08:16:00,2025-02-26 15:16:00
D16,C1,2025-02-27 08:09:00,2025-02-27 15:09:00
D8,C1,2025-02-27 08:01:00,2025-02-27 15:01:00
D30,C2,2025-02-27 08:35:00,2025-02-27 17:35:00
D32,C2,2025-02-27 08:27:00,2025-02-27 14:27:00
D11,C3,2025-02-27 08:17:00,2025-02-27 15:17:00
D17,C4,2025-02-27 08:50:00,2025-02-27 16:50:00
D42,C5,2025-02-27 08:54:00,2025-02-27 14:54:00
D2,C6,2025-02-27 08:55:00,2025-02-27 14:55:00
D4,C6,2025-02-27 08:20:00,2025-02-27 16:20:00
D27,C7,2025-02-27 08:57:00,2025-02-27 16:57:00
